Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Age
Mercedes-Benz,675000,97000,Diesel,Automatic,Mumbai,Black,First,Individual,2143,207,500,RWD,4596.0,2020.0,1447.0,5.0,66.0,14
Volkswagen,525000,43550,Petrol,Manual,Hyderabad,Orange,First,Individual,1198,74,110,FWD,3970.0,1682.0,1453.0,5.0,45.0,11
Ford,850000,28000,Diesel,Manual,Mumbai,White,First,Individual,1498,99,205,FWD,3998.0,1765.0,1647.0,5.0,52.0,6
Renault,390000,47874,Petrol,Manual,Bangalore,Red,First,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,7
Hyundai,965000,87001,Diesel,Manual,Delhi,White,First,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,7
Ssangyong,975000,72000,Diesel,Automatic,Bangalore,Silver,First,Individual,2696,184,402,AWD,4755.0,1900.0,1785.0,7.0,78.0,12
BMW,3025000,59000,Diesel,Automatic,Mumbai,Blue,First,Individual,1995,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0,6
Audi,1390000,85900,Diesel,Automatic,Agra,Brown,First,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,11
Maruti Suzuki,950000,10000,Petrol,Automatic,Mumbai,Bronze,First,Individual,1197,89,113,FWD,3995.0,1735.0,1515.0,5.0,37.0,3
Audi,5900000,47000,Diesel,Automatic,Delhi,Blue,First,Individual,2967,245,600,AWD,5052.0,1968.0,1740.0,7.0,75.0,7
Maruti Suzuki,409999,55000,Petrol,Manual,Delhi,Grey,First,Individual,1197,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0,11
Volkswagen,575000,69508,Diesel,Manual,Ranga Reddy,White,Second,Individual,1498,109,250,FWD,3995.0,1682.0,1483.0,5.0,45.0,8
Honda,1450000,2500,Diesel,Manual,Ludhiana,White,First,Individual,1498,98,200,FWD,4549.0,1748.0,1489.0,5.0,40.0,3
Mercedes-Benz,1650000,53089,Petrol,Automatic,Navi Mumbai,Silver,Second,Individual,1796,186,285,RWD,4868.0,1854.0,1470.0,5.0,80.0,11
Maruti Suzuki,823000,90000,Petrol,Automatic,Bangalore,Green,First,Individual,1462,103,138,FWD,4490.0,1730.0,1485.0,5.0,43.0,7
Tata,2095000,23000,Diesel,Manual,Hyderabad,Red,First,Individual,1956,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0,4
Hyundai,335000,64000,Diesel,Manual,Bulandshahar,White,Second,Individual,1186,74,190,FWD,3765.0,1660.0,1520.0,5.0,43.0,9
Hyundai,649000,52236,Petrol,Manual,Mangalore,Silver,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,5
Honda,400000,76000,Petrol,Manual,Delhi,White,First,Individual,1497,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0,12
BMW,5500000,19000,Petrol,Automatic,Chennai,Black,First,Individual,1998,248,350,RWD,4633.0,1811.0,1429.0,5.0,57.0,5
Toyota,1375000,97000,Diesel,Manual,Jalandhar,White,First,Individual,2982,169,343,RWD,4705.0,1840.0,1850.0,7.0,80.0,12
Hyundai,1190000,76000,Diesel,Automatic,Chandigarh,White,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,7
Tata,1930000,15000,Diesel,Manual,Delhi,Black,First,Individual,1956,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0,4
Toyota,990000,98000,Diesel,Manual,Mumbai,Gold,First,Individual,2494,101,200,RWD,4585.0,1765.0,1760.0,7.0,55.0,10
Hyundai,725000,36597,Petrol,Manual,Hyderabad,Red,Second,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,8
Mercedes-Benz,6100000,500,Diesel,Automatic,Delhi,Grey,First,Individual,1950,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0,3
Maruti Suzuki,575000,48000,Petrol,Manual,Mumbai,Red,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,10
Land Rover,3200000,55000,Diesel,Automatic,Pune,Blue,Second,Individual,1999,177,430,AWD,4600.0,2069.0,1690.0,7.0,65.0,9
Toyota,2850000,16000,Diesel,Automatic,Ludhiana,White,First,Individual,2393,148,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,3
Maruti Suzuki,725000,53000,Petrol,Manual,Delhi,Grey,First,Individual,1373,94,130,FWD,4296.0,1695.0,1685.0,7.0,45.0,9
Nissan,380000,35000,Diesel,Manual,Kanpur,Grey,First,Individual,1461,85,200,FWD,4425.0,1695.0,1505.0,5.0,41.0,12
Honda,434999,50000,Petrol,Automatic,Mumbai,White,First,Individual,1199,89,110,FWD,3990.0,1680.0,1505.0,5.0,35.0,11
Volkswagen,425000,52600,Petrol,Manual,Varanasi,Silver,First,Individual,1198,74,110,FWD,3971.0,1682.0,1469.0,5.0,45.0,9
Honda,675000,25000,Petrol,Manual,Delhi,White,First,Individual,1199,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0,5
Hyundai,399000,74000,Petrol,Manual,Ahmedabad,White,First,Individual,1197,81,114,FWD,3995.0,1660.0,1520.0,5.0,43.0,11
Volkswagen,685000,85000,Diesel,Automatic,Pune,Grey,First,Individual,1498,103,250,FWD,4384.0,1699.0,1466.0,5.0,55.0,10
Volkswagen,940000,35000,Petrol,Manual,Chennai,Maroon,First,Corporate,1598,103,153,FWD,4390.0,1699.0,1467.0,5.0,55.0,4
Mercedes-Benz,13100000,17000,Petrol,Automatic,Delhi,White,First,Individual,2999,362,500,AWD,5207.0,2157.0,1823.0,7.0,90.0,4
Audi,2690000,57000,Diesel,Automatic,Gurgaon,White,First,Individual,1968,174,380,AWD,4629.0,1898.0,1653.0,5.0,75.0,9
Honda,1255000,10000,Petrol,Manual,Mumbai,White,First,Corporate,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,4
Hyundai,390000,46000,Petrol,Manual,Pune,Orange,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,11
Hyundai,525000,64000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0,11
Audi,3450000,4600,Petrol,Automatic,Gurgaon,Blue,First,Individual,1984,188,320,AWD,4318.0,1805.0,1548.0,5.0,55.0,3
Mahindra,1090000,144933,Diesel,Manual,Nashik,White,First,Individual,2179,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,8
Honda,275000,80000,Petrol,Manual,Mohali,Grey,First,Individual,1497,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0,16
Toyota,434999,32545,Petrol,Manual,Kolkata,Silver,First,Individual,1197,79,104,FWD,3895.0,1735.0,1555.0,5.0,45.0,10
Hyundai,2089999,31000,Diesel,Automatic,Delhi,White,First,Individual,1995,182,400,FWD,4475.0,1850.0,1660.0,5.0,62.0,6
Maruti Suzuki,500000,50000,Diesel,Manual,Dehradun,Silver,Second,Individual,1248,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0,10
Maruti Suzuki,400000,65000,Diesel,Manual,Delhi,Silver,Second,Individual,1248,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0,10
Hyundai,225000,26000,Petrol,Manual,Dehradun,White,First,Individual,1086,68,99,FWD,3585.0,1595.0,1550.0,5.0,35.0,13
Mahindra,965000,27000,Diesel,Manual,Delhi,Black,First,Individual,1497,115,300,FWD,3995.0,1821.0,1627.0,5.0,42.0,4
Hyundai,825000,62000,Diesel,Manual,Dehradun,White,First,Individual,1396,89,224,FWD,4270.0,1780.0,1630.0,5.0,60.0,8
Hyundai,254999,17000,Petrol,Manual,Mohali,Silver,First,Individual,1086,62,96,FWD,3565.0,1525.0,1590.0,5.0,35.0,13
Mahindra,525000,39234,Diesel,Manual,Patna,White,Second,Individual,2523,63,195,RWD,4107.0,1745.0,1880.0,7.0,60.0,10
Ford,285000,72000,Diesel,Manual,Faridabad,Silver,First,Individual,1498,89,204,FWD,3999.0,1765.0,1708.0,5.0,52.0,12
Chevrolet,229999,41215,Diesel,Manual,Hyderabad,Silver,First,Individual,936,58,150,FWD,3640.0,1595.0,1520.0,5.0,35.0,14
Volvo,4400000,16519,Petrol,Automatic,Mumbai,White,First,Corporate,1969,187,300,FWD,4425.0,1863.0,1652.0,5.0,54.0,5
Maruti Suzuki,200000,51000,Petrol,Manual,Mumbai,Orange,Second,Individual,998,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0,14
Maruti Suzuki,1011000,74179,Diesel,Automatic,Mumbai,Silver,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,6
Mercedes-Benz,6500000,13000,Diesel,Automatic,Mumbai,Silver,First,Individual,1950,192,400,AWD,4658.0,1890.0,1644.0,5.0,66.0,5
Maruti Suzuki,1063000,31056,Diesel,Manual,Hyderabad,Others,First,Individual,1598,118,320,FWD,4300.0,1765.0,1590.0,5.0,48.0,6
Maruti Suzuki,675000,49148,Petrol,Automatic,Mumbai,Blue,Second,Individual,1373,94,130,FWD,4265.0,1695.0,1685.0,7.0,45.0,9
Mercedes-Benz,7475000,13000,Diesel,Automatic,Delhi,Black,First,Individual,1950,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0,4
Mercedes-Benz,7000000,19000,Diesel,Automatic,Mumbai,Black,First,Individual,1950,192,400,AWD,4658.0,1890.0,1644.0,5.0,66.0,4
Audi,2175000,152000,Diesel,Automatic,Surat,White,First,Individual,1968,174,380,AWD,4629.0,1898.0,1653.0,5.0,75.0,10
Honda,690000,59000,Petrol,Automatic,Faridabad,Silver,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,10
Audi,1525000,32000,Diesel,Automatic,Delhi,Red,First,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,9
Honda,475000,72000,Petrol,Automatic,Delhi,Gold,First,Individual,2354,178,222,FWD,4950.0,1845.0,1475.0,5.0,70.0,14
Hyundai,1123000,80000,Diesel,Automatic,Bangalore,Silver,First,Individual,1582,126,260,FWD,4440.0,1729.0,1475.0,5.0,45.0,8
Maruti Suzuki,990000,21894,Petrol,Automatic,Delhi,White,First,Individual,1462,103,138,FWD,4395.0,1735.0,1690.0,7.0,45.0,6
BMW,5250000,21000,Diesel,Automatic,Chennai,Blue,First,Individual,2993,258,560,RWD,4899.0,2094.0,1464.0,5.0,65.0,7
Honda,515000,63587,Diesel,Manual,Mumbai,Brown,First,Individual,1498,99,200,FWD,3990.0,1680.0,1505.0,5.0,35.0,10
Maruti Suzuki,850000,32000,Petrol,Automatic,Pune,Grey,First,Individual,1462,103,138,FWD,4490.0,1730.0,1485.0,5.0,43.0,6
Maruti Suzuki,865000,53694,Diesel,Manual,Pune,Grey,Second,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,7
Maruti Suzuki,365000,140000,Diesel,Manual,Coimbatore,White,Second,Individual,1248,75,190,FWD,4160.0,1690.0,1530.0,5.0,43.0,16
Mercedes-Benz,3390000,91100,Diesel,Automatic,Delhi,Silver,First,Individual,2987,258,619,AWD,5120.0,1934.0,1850.0,7.0,100.0,10
Audi,1450000,58000,Diesel,Automatic,Delhi,Black,Second,Individual,1968,177,380,FWD,4915.0,1874.0,1455.0,5.0,65.0,11
Mahindra,650000,104000,Diesel,Manual,Roorkee,White,First,Individual,2523,75,200,RWD,4456.0,1820.0,1930.0,8.0,60.0,10
Audi,1175000,50000,Diesel,Automatic,Pune,White,First,Individual,1968,177,380,FWD,4701.0,1826.0,1427.0,5.0,63.0,12
Hyundai,325000,56000,Petrol,Manual,Dehradun,Silver,First,Individual,814,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0,8
Renault,525000,48000,Diesel,Manual,Patna,Silver,First,Individual,1461,84,200,FWD,4315.0,1822.0,1695.0,5.0,50.0,11
Maruti Suzuki,1225000,23000,Petrol,Manual,Bangalore,White,First,Individual,1462,103,138,FWD,4395.0,1735.0,1690.0,7.0,45.0,4
Mercedes-Benz,4200000,5600,Diesel,Automatic,Delhi,Grey,UnRegistered Car,Individual,1950,147,320,FWD,4549.0,1796.0,1446.0,5.0,43.0,4
Hyundai,550000,33000,Petrol,Manual,Mumbai,Red,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,10
Hyundai,1275000,58900,Diesel,Manual,Agra,White,First,Individual,1582,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0,6
Land Rover,3900000,20000,Diesel,Automatic,Hyderabad,Grey,First,Individual,1999,177,430,AWD,4600.0,2069.0,1690.0,7.0,65.0,9
Renault,434999,32000,Petrol,Manual,Mysore,Grey,First,Individual,799,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0,6
Maruti Suzuki,775000,71000,Petrol,Manual,Delhi,Silver,First,Individual,1373,94,130,FWD,4296.0,1695.0,1685.0,7.0,45.0,8
Hyundai,185000,61000,Petrol,Automatic,Pune,Black,Third,Individual,1197,80,111,FWD,3565.0,1595.0,1550.0,5.0,35.0,17
Hyundai,560000,29000,Petrol,Manual,Bangalore,Grey,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,8
Toyota,1000000,158690,Diesel,Manual,Ahmedabad,Silver,Second,Individual,2494,100,200,RWD,4585.0,1760.0,1760.0,7.0,55.0,11
Mercedes-Benz,5000000,61000,Diesel,Automatic,Mumbai,Grey,First,Individual,2987,255,620,AWD,4819.0,2141.0,1796.0,5.0,93.0,9
Maruti Suzuki,635000,92000,Diesel,Manual,Mohali,White,Second,Individual,1248,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0,9
Maruti Suzuki,650000,42000,Petrol,Manual,Lucknow,White,First,Individual,1197,89,113,FWD,3995.0,1735.0,1515.0,5.0,37.0,5
Datsun,345000,60969,Petrol,Manual,Ranchi,Silver,First,Individual,1198,67,104,FWD,3785.0,1635.0,1485.0,5.0,35.0,6
Mahindra,865000,93000,Diesel,Manual,Ahmedabad,White,First,Individual,2179,140,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,8
Audi,1380000,100000,Diesel,Automatic,Bangalore,Black,First,Individual,1968,141,320,FWD,4701.0,1826.0,1427.0,5.0,63.0,11
Maruti Suzuki,585000,31000,Petrol,Manual,Kolkata,Brown,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,7
Toyota,690000,55000,Petrol,Manual,Lucknow,Blue,First,Individual,1197,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0,5
Maruti Suzuki,380000,68320,CNG,Manual,Faridabad,Silver,First,Individual,998,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0,7
Tata,850000,65000,Diesel,Manual,Patna,White,First,Individual,2179,154,400,RWD,4788.0,1903.0,1791.0,7.0,60.0,7
Toyota,1750000,95000,Diesel,Manual,Chennai,White,Second,Individual,2982,169,343,AWD,4705.0,1840.0,1850.0,7.0,80.0,12
Maruti Suzuki,275000,85785,Diesel,Manual,Ambala Cantt,Silver,Second,Individual,1248,73,190,FWD,3775.0,1680.0,1620.0,5.0,43.0,12
Volkswagen,690000,38000,Petrol,Manual,Dehradun,Gold,First,Individual,1598,103,153,FWD,4390.0,1699.0,1467.0,5.0,55.0,7
Hyundai,1130000,12905,Petrol,Manual,Bangalore,White,First,Individual,998,118,172,FWD,3995.0,1775.0,1505.0,5.0,37.0,5
Toyota,2295000,26000,Diesel,Automatic,Mumbai,Silver,First,Individual,2755,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,6
Mercedes-Benz,4100000,9000,Petrol,Automatic,Chennai,Blue,First,Individual,1332,161,250,FWD,4549.0,1796.0,1446.0,5.0,43.0,4
Tata,725000,65000,Diesel,Manual,Amritsar,White,Second,Individual,1497,108,260,FWD,3994.0,1811.0,1607.0,5.0,44.0,7
Hyundai,595000,48000,Petrol,Manual,Delhi,White,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,40.0,6
Hyundai,290000,91000,Petrol,Manual,Ahmedabad,White,First,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,14
Jeep,6100000,15000,Petrol,Automatic,Mumbai,Red,First,Individual,1995,268,400,AWD,4882.0,1894.0,1848.0,5.0,81.0,3
Mahindra,1080000,52000,Diesel,Manual,Lucknow,White,First,Individual,1497,115,300,FWD,3995.0,1821.0,1627.0,5.0,42.0,5
Toyota,299000,90000,Diesel,Manual,Bulandshahar,Blue,Third,Individual,1364,68,170,FWD,4265.0,1695.0,1510.0,5.0,45.0,12
Maruti Suzuki,575000,58000,Petrol + CNG,Manual,Delhi,Silver,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,7
Honda,390000,67000,Petrol,Automatic,Delhi,Red,First,Individual,1198,87,109,FWD,3990.0,1680.0,1505.0,5.0,35.0,11
Mahindra,875000,67000,Diesel,Manual,Varanasi,White,First,Individual,2179,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0,10
Hyundai,1175000,37556,Diesel,Manual,Nashik,White,First,Individual,1396,89,220,FWD,3995.0,1770.0,1605.0,5.0,45.0,4
Maruti Suzuki,260000,54000,Petrol,Manual,Bangalore,Bronze,First,Individual,998,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0,13
Honda,650000,42000,Petrol,Manual,Delhi,White,First,Individual,1198,87,109,FWD,3990.0,1680.0,1505.0,5.0,35.0,6
Volkswagen,625000,55000,Petrol,Manual,Pune,Bronze,First,Individual,1198,74,110,FWD,3995.0,1682.0,1483.0,5.0,45.0,8
MG,1725000,23952,Diesel,Manual,Bangalore,Red,First,Individual,1956,169,350,FWD,4655.0,1835.0,1760.0,5.0,60.0,6
Maruti Suzuki,299000,92000,CNG,Manual,Mumbai,Brown,Second,Individual,998,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0,10
Hyundai,375000,34000,Petrol,Automatic,Mumbai,Red,First,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,12
Maruti Suzuki,639000,44300,Petrol,Automatic,Dharwad,Silver,First,Individual,998,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0,5
Maruti Suzuki,591000,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1248,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0,10
Mercedes-Benz,4200000,102000,Diesel,Automatic,Patna,Black,First,Individual,2143,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0,7
Honda,250000,110000,Petrol,Automatic,Delhi,Grey,First,Individual,1497,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0,16
Kia,1399000,11000,Petrol,Manual,Pune,Silver,First,Individual,1497,113,144,FWD,4315.0,1800.0,1645.0,5.0,50.0,4
Hyundai,740000,39000,CNG,Manual,Mumbai,Silver,First,Individual,1197,68,95,FWD,3995.0,1680.0,1520.0,5.0,65.0,5
Hyundai,175000,65000,Petrol,Manual,Jamshedpur,Blue,Second,Individual,1086,67,99,FWD,3565.0,1595.0,1550.0,5.0,35.0,16
BMW,1600000,80000,Diesel,Automatic,Delhi,Blue,Second,Individual,2993,258,560,RWD,4899.0,2094.0,1464.0,5.0,65.0,12
Honda,250000,132683,Diesel,Manual,Kolkata,Bronze,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,8
Renault,625000,81000,Diesel,Manual,Mohali,White,First,Individual,1461,84,200,FWD,4315.0,1822.0,1695.0,5.0,50.0,8
BMW,4800000,30000,Diesel,Automatic,Delhi,Black,First,Individual,1995,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0,6
Maruti Suzuki,575000,50599,Petrol,Manual,Chennai,White,Second,Individual,1197,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0,10
BMW,2800000,29000,Diesel,Automatic,Bangalore,Brown,Second,Individual,1995,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0,8
Honda,785000,23000,Petrol,Automatic,Chennai,Red,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,7
Land Rover,4575000,50000,Diesel,Automatic,Karnal,Blue,First,Individual,2179,188,420,AWD,4600.0,2069.0,1724.0,7.0,65.0,6
Audi,1950000,84878,Diesel,Automatic,Nashik,White,Second,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,9
BMW,4800000,31000,Diesel,Automatic,Delhi,Black,First,Individual,1995,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0,6
Toyota,1998999,71063,Diesel,Manual,Navi Mumbai,Silver,First,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,8.0,55.0,6
Ford,475000,69001,Petrol,Manual,Delhi,White,First,Individual,1499,110,140,FWD,3999.0,1765.0,1708.0,5.0,52.0,9
Hyundai,415000,62000,Diesel,Manual,Delhi,Silver,Second,Individual,1582,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0,11
Hyundai,375000,82000,Diesel,Manual,Chandigarh,White,First,Individual,1336,89,219,FWD,3995.0,1710.0,1505.0,5.0,45.0,13
Toyota,300000,49200,Petrol,Manual,Mumbai,Silver,First,Individual,1496,80,132,FWD,4265.0,1695.0,1510.0,5.0,45.0,14
Mahindra,1500000,8000,Petrol,Manual,Agra,Red,Second,Individual,1997,150,300,AWD,3985.0,1820.0,1844.0,4.0,57.0,4
Maruti Suzuki,975000,58000,Diesel,Manual,Mumbai,White,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,6
Maruti Suzuki,370000,64000,Petrol,Manual,Mohali,Grey,First,Individual,998,67,90,FWD,3545.0,1490.0,1475.0,5.0,35.0,10
Hyundai,250000,48568,Petrol,Manual,Mumbai,White,First,Individual,1086,68,99,FWD,3585.0,1595.0,1550.0,5.0,35.0,13
Jaguar,3150000,66500,Diesel,Automatic,Delhi,White,First,Individual,2993,271,600,RWD,5252.0,1899.0,1457.0,5.0,83.0,11
Mahindra,1115000,58590,Diesel,Manual,Kolkata,Grey,First,Individual,2179,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0,7
Hyundai,130000,59000,Petrol,Manual,Kanpur,Silver,Second,Individual,1086,67,99,FWD,3565.0,1595.0,1550.0,5.0,35.0,16
Maruti Suzuki,299000,47000,Petrol,Manual,Kolkata,Silver,First,Individual,1197,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0,12
Hyundai,300000,40000,Petrol,Manual,Kolkata,Silver,First,Individual,1197,83,113,FWD,3995.0,1710.0,1505.0,5.0,45.0,11
Skoda,3325000,13092,Petrol,Automatic,Mumbai,White,First,Individual,1984,188,320,FWD,4869.0,1864.0,1469.0,5.0,66.0,4
Audi,1950000,57057,Diesel,Automatic,Ludhiana,White,First,Individual,1968,177,380,FWD,4701.0,1826.0,1427.0,5.0,63.0,9
Maruti Suzuki,500000,90000,Diesel,Manual,Ludhiana,White,First,Individual,1248,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0,10
Hyundai,595000,45000,Petrol,Manual,Thane,White,First,Individual,1197,82,115,FWD,3995.0,1760.0,1555.0,5.0,45.0,10
Maruti Suzuki,484999,44000,Petrol,Automatic,Delhi,Grey,First,Individual,998,67,90,FWD,3715.0,1635.0,1565.0,5.0,35.0,7
Mahindra,1700000,17000,Diesel,Manual,Karnal,Silver,First,Individual,2184,130,300,AWD,3985.0,1820.0,1855.0,4.0,57.0,4
Maruti Suzuki,579000,50860,Petrol,Manual,Bangalore,Grey,First,Individual,1197,82,113,FWD,3655.0,1620.0,1675.0,5.0,32.0,6
Ford,3800000,20000,Diesel,Automatic,Karnal,Black,First,Individual,1996,168,420,RWD,4903.0,1869.0,1837.0,7.0,80.0,5
Toyota,3290000,51000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0,7
Mercedes-Benz,4250000,24000,Diesel,Automatic,Hyderabad,White,First,Individual,1950,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0,7
Maruti Suzuki,535000,34908,Petrol,Manual,Mumbai,Grey,First,Corporate,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Renault,775000,67000,Diesel,Automatic,Mumbai,White,First,Individual,1461,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0,8
Maruti Suzuki,345000,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,998,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0,11
Skoda,3400000,30600,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984,227,350,FWD,4689.0,1814.0,1496.0,5.0,50.0,6
BMW,4500000,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,1995,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0,7
Honda,525000,18800,Petrol,Manual,Mumbai,Grey,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,9
Hyundai,650000,100000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,9
Hyundai,1074000,50050,Petrol,Automatic,Delhi,White,First,Individual,1591,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0,8
Hyundai,1750000,14000,Diesel,Manual,Chennai,Black,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,4
Nissan,590000,55000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0,11
Ford,7990000,23000,Petrol,Automatic,Chennai,Yellow,First,Individual,4951,396,515,RWD,4784.0,2080.0,1391.0,4.0,60.9,7
Hyundai,1725000,35000,Diesel,Manual,Dehradun,White,First,Individual,1493,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0,5
Maruti Suzuki,630000,20734,Petrol,Automatic,Udupi,Silver,First,Individual,998,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0,6
Mercedes-Benz,6975000,15200,Diesel,Automatic,Delhi,White,First,Individual,1950,241,500,RWD,4988.0,1890.0,1435.0,5.0,66.0,5
Toyota,1375000,83000,Diesel,Manual,Jalandhar,White,First,Individual,2982,169,343,RWD,4705.0,1840.0,1850.0,7.0,80.0,12
Honda,425000,75000,Diesel,Manual,Amritsar,Brown,First,Individual,1498,99,200,FWD,3990.0,1680.0,1505.0,5.0,35.0,11
Toyota,2196000,42794,Diesel,Automatic,Bangalore,White,First,Individual,2755,172,360,RWD,4735.0,1830.0,1795.0,8.0,55.0,6
Mercedes-Benz,6300000,40000,Diesel,Automatic,Delhi,Silver,First,Corporate,1950,161,380,RWD,5140.0,1928.0,1901.0,6.0,57.0,5
Honda,250000,72256,Petrol,Manual,Navi Mumbai,Black,First,Individual,1497,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0,16
Audi,2950000,17300,Diesel,Automatic,Bangalore,Red,First,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,7
Mahindra,985000,68000,Diesel,Manual,Delhi,White,First,Individual,2179,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0,8
Hyundai,750000,43600,Petrol,Automatic,Allahabad,White,First,Individual,998,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0,6
Maruti Suzuki,450000,43000,Petrol,Manual,Allahabad,White,First,Individual,998,67,90,FWD,3636.0,1475.0,1670.0,5.0,35.0,7
Maruti Suzuki,849000,17283,Petrol,Manual,Mumbai,White,First,Individual,1462,103,138,FWD,3995.0,1790.0,1640.0,5.0,48.0,4
Maruti Suzuki,430000,59000,Petrol,Manual,Guwahati,Blue,First,Individual,1197,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0,11
